"Country or Area","Sex","Age","Occupation"
"Cayman Islands","Both Sexes","25 - 29","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","25 - 29","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","25 - 29","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","25 - 29","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","25 - 29","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","25 - 29","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","25 - 29","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","25 - 29","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","25 - 29","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","25 - 29","Unknown"
"Cayman Islands","Both Sexes","25 - 29","Total (ISCO 08)"
"Cayman Islands","Both Sexes","30 - 34","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","30 - 34","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","30 - 34","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","30 - 34","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","30 - 34","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","30 - 34","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","30 - 34","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","30 - 34","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","30 - 34","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","30 - 34","Unknown"
"Cayman Islands","Both Sexes","30 - 34","Total (ISCO 08)"
"Cayman Islands","Both Sexes","35 - 39","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","35 - 39","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","35 - 39","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","35 - 39","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","35 - 39","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","35 - 39","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","35 - 39","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","35 - 39","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","35 - 39","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","35 - 39","Unknown"
"Cayman Islands","Both Sexes","35 - 39","Total (ISCO 08)"
"Cayman Islands","Both Sexes","40 - 44","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","40 - 44","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","40 - 44","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","40 - 44","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","40 - 44","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","40 - 44","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","40 - 44","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","40 - 44","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","40 - 44","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","40 - 44","Unknown"
"Cayman Islands","Both Sexes","40 - 44","Total (ISCO 08)"
"Cayman Islands","Both Sexes","45 - 49","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","45 - 49","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","45 - 49","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","45 - 49","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","45 - 49","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","45 - 49","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","45 - 49","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","45 - 49","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","45 - 49","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","45 - 49","Unknown"
"Cayman Islands","Both Sexes","45 - 49","Total (ISCO 08)"
"Cayman Islands","Both Sexes","50 - 54","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","50 - 54","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","50 - 54","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","50 - 54","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","50 - 54","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","50 - 54","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","50 - 54","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","50 - 54","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","50 - 54","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","50 - 54","Unknown"
"Cayman Islands","Both Sexes","50 - 54","Total (ISCO 08)"
"Cayman Islands","Both Sexes","55 - 59","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","55 - 59","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","55 - 59","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","55 - 59","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","55 - 59","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","55 - 59","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","55 - 59","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","55 - 59","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","55 - 59","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","55 - 59","Unknown"
"Cayman Islands","Both Sexes","55 - 59","Total (ISCO 08)"
"Cayman Islands","Both Sexes","60 - 64","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","60 - 64","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","60 - 64","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","60 - 64","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","60 - 64","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","60 - 64","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","60 - 64","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","60 - 64","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","60 - 64","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","60 - 64","Unknown"
"Cayman Islands","Both Sexes","60 - 64","Total (ISCO 08)"
"Cayman Islands","Both Sexes","65 - 69","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","65 - 69","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","65 - 69","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","65 - 69","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","65 - 69","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","65 - 69","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","65 - 69","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","65 - 69","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","65 - 69","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","65 - 69","Unknown"
"Cayman Islands","Both Sexes","65 - 69","Total (ISCO 08)"
"Cayman Islands","Both Sexes","70 - 74","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","70 - 74","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","70 - 74","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","70 - 74","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","70 - 74","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","70 - 74","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","70 - 74","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","70 - 74","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","70 - 74","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","70 - 74","Unknown"
"Cayman Islands","Both Sexes","70 - 74","Total (ISCO 08)"
"Cayman Islands","Both Sexes","75 +","Managers (ISCO 08 - 1)"
"Cayman Islands","Both Sexes","75 +","Professionals (ISCO 08 - 2)"
"Cayman Islands","Both Sexes","75 +","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Both Sexes","75 +","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Both Sexes","75 +","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Both Sexes","75 +","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Both Sexes","75 +","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Both Sexes","75 +","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Both Sexes","75 +","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Both Sexes","75 +","Unknown"
"Cayman Islands","Both Sexes","75 +","Total (ISCO 08)"
"Cayman Islands","Male","15 - 19","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","15 - 19","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","15 - 19","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","15 - 19","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","15 - 19","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","15 - 19","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","15 - 19","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","15 - 19","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","15 - 19","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","15 - 19","Unknown"
"Cayman Islands","Male","15 - 19","Total (ISCO 08)"
"Cayman Islands","Male","15 +","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","15 +","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","15 +","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","15 +","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","15 +","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","15 +","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","15 +","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","15 +","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","15 +","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","15 +","Unknown"
"Cayman Islands","Male","15 +","Total (ISCO 08)"
"Cayman Islands","Male","20 - 24","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","20 - 24","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","20 - 24","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","20 - 24","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","20 - 24","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","20 - 24","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","20 - 24","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","20 - 24","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","20 - 24","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","20 - 24","Unknown"
"Cayman Islands","Male","20 - 24","Total (ISCO 08)"
"Cayman Islands","Male","25 - 29","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","25 - 29","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","25 - 29","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","25 - 29","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","25 - 29","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","25 - 29","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","25 - 29","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","25 - 29","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","25 - 29","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","25 - 29","Unknown"
"Cayman Islands","Male","25 - 29","Total (ISCO 08)"
"Cayman Islands","Male","30 - 34","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","30 - 34","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","30 - 34","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","30 - 34","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","30 - 34","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","30 - 34","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","30 - 34","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","30 - 34","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","30 - 34","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","30 - 34","Unknown"
"Cayman Islands","Male","30 - 34","Total (ISCO 08)"
"Cayman Islands","Male","35 - 39","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","35 - 39","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","35 - 39","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","35 - 39","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","35 - 39","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","35 - 39","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","35 - 39","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","35 - 39","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","35 - 39","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","35 - 39","Unknown"
"Cayman Islands","Male","35 - 39","Total (ISCO 08)"
"Cayman Islands","Male","40 - 44","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","40 - 44","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","40 - 44","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","40 - 44","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","40 - 44","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","40 - 44","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","40 - 44","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","40 - 44","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","40 - 44","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","40 - 44","Unknown"
"Cayman Islands","Male","40 - 44","Total (ISCO 08)"
"Cayman Islands","Male","45 - 49","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","45 - 49","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","45 - 49","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","45 - 49","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","45 - 49","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","45 - 49","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","45 - 49","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","45 - 49","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","45 - 49","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","45 - 49","Unknown"
"Cayman Islands","Male","45 - 49","Total (ISCO 08)"
"Cayman Islands","Male","50 - 54","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","50 - 54","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","50 - 54","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","50 - 54","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","50 - 54","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","50 - 54","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","50 - 54","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","50 - 54","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","50 - 54","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","50 - 54","Unknown"
"Cayman Islands","Male","50 - 54","Total (ISCO 08)"
"Cayman Islands","Male","55 - 59","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","55 - 59","Professionals (ISCO 08 - 2)"
"Cayman Islands","Male","55 - 59","Technicians and associate professionals (ISCO 08 - 3)"
"Cayman Islands","Male","55 - 59","Clerical support workers (ISCO 08 - 4)"
"Cayman Islands","Male","55 - 59","Service and sales workers (ISCO 08 - 5)"
"Cayman Islands","Male","55 - 59","Skilled agricultural, forestry and fishery workers (ISCO 08 - 6)"
"Cayman Islands","Male","55 - 59","Craft and related trades workers (ISCO 08 - 7)"
"Cayman Islands","Male","55 - 59","Plant and machine operators, and assemblers (ISCO 08 - 8)"
"Cayman Islands","Male","55 - 59","Elementary occupations (ISCO 08 - 9)"
"Cayman Islands","Male","55 - 59","Unknown"
"Cayman Islands","Male","55 - 59","Total (ISCO 08)"
"Cayman Islands","Male","60 - 64","Managers (ISCO 08 - 1)"
"Cayman Islands","Male","60 - 64","Professionals (ISCO 08 - 2)"
